nmae,price,old price,sale,url,image,fullDescription,productInformation,rating,brand,is_best_seller,new release,productCategory
Avon True Diamonds Glimmerstick Eyeliner - Smokey Diamond,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-diamonds-glimmerstick-eyeliner-smokey-diamond-38172500.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/00/527183/1.jpg?6847,"Avon True Diamonds Glimmer-stick Eyeliner - Smokey Diamond is the easiest eyeliner you will ever use. Want more from your eyeliner?  These sparkling additions to our bestselling Glimmerstick Eyeliner collection are sure to dazzle.  Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day color in just one swipe.  With special polymers for longer wearing, blind able lines.  Provides higher impact definition. Creamy, smooth color. Waterproof and smudge-proof.  Lasts up to ten hours. Suitable for sensitive eyes.  Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more color.  Shelf life three years from the date of production, and twelve months from the date of opening (use).  Weight thirty-fife grams.  Highlights the beauty of the eye and improves the overall look of your look. Odorless. It does not cause any clumps. With these easy to apply Glimmer sticks: 1st Smokey Look,2nd Fish-tail Look, 3rd Reverse Smokey Look, 4th Winged Look.  and more. It is the best choice for your beauty and the beauty of your eyes.",SKU: AV597ST00BARZNAFAMZ Production Country: Germany Size (L x W x H cm): 12 x 0.5 x 0.5 cm Color: Smokey Diamond إسموكي الماس Main Material: Smokey Diamond إسموكي الماس Shop Type: Jumia Mall,5 out of 5 (1 verified rating),Avon,FALSE,FALSE,beauty
Avon True Glimmerstick Eyeliner - Cherry Red,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-glimmerstick-eyeliner-cherry-red-38172492.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/29/427183/1.jpg?6847,"The easiest eyeliner you'll ever use. Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day colour in just 1 swipe. With special polymers for longer wearing, blendable lines. Provides higher impact definition. Waterproof and smudge-proof. Lasts up to 10 hours. Creamy, smooth colour. Suitable for sensitive eyes. Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more colour.","SKU: AV597ST0HIQ5RNAFAMZ Production Country: Germany Size (L x W x H cm): 12 x 0.5 x 0.5 cm Color: أحمر كرزي Main Material: mica, dimethicone, sucrose acetate isobutyrate, cyclopentasiloxane, polyethylene, trimethylsiloxysilicate, vp/hexadecene copolymer, bis-diglyceryl polyacyladipate-2, c30-50 alcohols, polybutene, stearyl dimethicone, polymethylsilsesquioxane, sorbitan sesq Shop Type: Jumia Mall",5 out of 5 (1 verified rating),Avon,FALSE,FALSE,beauty
Avon Nutra Effect BB Cream Matte - SPF 15 - Extra Light - 30ml,EGP 135.00,EGP 199.00,32%,https://www.jumia.com.eg/avon-nutra-effect-bb-cream-matte-spf-15-extra-light-30ml-9025643.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/34/65209/1.jpg?3168,True Color  BB Cream  Matte  SPF 15 Extra Light 30ml,SKU: AV597HB0KMPQ2NAFAMZ Model: - Production Country: Poland Color: N/A Main Material: Cream Perfume Type: Cream,4.2 out of 5 (21 verified ratings),Avon,FALSE,FALSE,beauty
Avon True Diamonds Glimmerstick Eyeliner - Teal Sparkle,EGP 107.00,EGP 187.00,43%,https://www.jumia.com.eg/avon-true-diamonds-glimmerstick-eyeliner-teal-sparkle-38172507.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/70/527183/1.jpg?6847,"Avon True Diamonds Glimmer-stick Eyeliner - Teal Sparkle is the easiest eyeliner you will ever use. Want more from your eyeliner?  These sparkling additions to our bestselling Glimmerstick Eyeliner collection are sure to dazzle.  Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day color in just one swipe.  With special polymers for longer wearing, blind able lines.  Provides higher impact definition. Creamy, smooth color. Waterproof and smudge-proof.  Lasts up to ten hours. Suitable for sensitive eyes.  Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more color.  Shelf life three years from the date of production, and twelve months from the date of opening (use).  Weight thirty-fife grams.  Highlights the beauty of the eye and improves the overall look of your look. Odorless. It does not cause any clumps. With these easy to apply Glimmer sticks: 1st Smokey Look,2nd Fish-tail Look, 3rd Reverse Smokey Look, 4th Winged Look.  and more. It is the best choice for your beauty and the beauty of your eyes.","SKU: AV597ST15ZN4FNAFAMZ Production Country: Germany Size (L x W x H cm): 12 x 0.5 x 0.5 cm Color: Teal Sparkle Main Material: ingredients: cyclopentasiloxane, polyethylene, synthetic wax, polybutene, cera alba, calcium sodium borosilicate, caprylic/capric triglyceride, isononyl isononanoate, sucrose tetrastearate triacetate, stearyl dimethicone, pentaerythrityl tetrabe Shop Type: Jumia Mall",4 out of 5 (1 verified rating),Avon,FALSE,FALSE,beauty
Avon True Color Perfectly Matte Lipstick - Nude Suede,EGP 270.00,EGP 395.00,32%,https://www.jumia.com.eg/true-color-perfectly-matte-lipstick-nude-suede-avon-mpg867278.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/14/091091/1.jpg?9592,Treat your lips to a rich and creamy lipstick in hot stay-true colours that last for hours. Instant moisture. Colour lasts for hours. SPF 15,SKU: AV597HB08E0R7NAFAMZ Production Country: Poland Color: n\a Main Material: Plastic,4.5 out of 5 (6 verified ratings),Avon,FALSE,FALSE,beauty
Avon Volume Boost - Volumising Brow Gel Mascara - Soft Black,EGP 165.00,EGP 220.00,25%,https://www.jumia.com.eg/avon-volume-boost-volumising-brow-gel-mascara-soft-black-38439058.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/85/093483/1.jpg?1907,"Our brow-scara will shape, tint and set your brows to boost them from basic to basically perfect. It's the Buildable Volumising Brow Gel with a tint that sets to a soft, flexible finish for fuller brows that last the night. Product specification: • Buildable, clump-free and smudge-proof. • Water resistant to last all day* without stiffness. • Enriched with caring jojoba oil and apricot oil.** How to use me: Sweep the Precise MicroFlex brush over your brows to coat every hair with natural-looking pigments wrapped in weightless-feeling, volume-boosting gel.  ",SKU: AV597ST1ENUJVNAFAMZ Model: - Color: - Main Material: N/A,0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon True Color Glimmerstick Lip Liner - Pink Cashmrer,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-color-glimmerstick-lip-liner-pink-cashmrer-39521799.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/99/712593/1.jpg?0387,Want defined lip colour that won't feather or bleed? Meet our Glimmerstick Lip Liners.  Available in a full spectrum of gorgeous shades or try our clear pencil – colourless so you can wear it with all your favourite lipsticks. Defines and contours. Stops lipstick from feathering. Glides on and looks freshly applied for hours,SKU: AV597ST1ND6Q9NAFAMZ Production Country: Czech Republic Color: Pink Cashmere Shop Type: Jumia Mall,0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon True Diamonds Glimmerstick Eyeliner - Aqua Sparkle,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-diamonds-glimmerstick-eyeliner-aqua-sparkle-39494414.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/41/449493/1.jpg?4483,"Avon True Diamonds Glimmer-stick Eyeliner - Aqua Sparkle is the easiest eyeliner you will ever use. Want more from your eyeliner?  These sparkling additions to our bestselling Glimmerstick Eyeliner collection are sure to dazzle.  Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day color in just one swipe.  With special polymers for longer wearing, blind able lines.  Provides higher impact definition. Creamy, smooth color. Waterproof and smudge-proof.  Lasts up to ten hours. Suitable for sensitive eyes.  Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more color.  Shelf life three years from the date of production, and twelve months from the date of opening (use).  Weight thirty-fife grams.  Highlights the beauty of the eye and improves the overall look of your look. Odorless. It does not cause any clumps. With these easy to apply Glimmer sticks: 1st Smokey Look,2nd Fish-tail Look, 3rd Reverse Smokey Look, 4th Winged Look.  and more. It is the best choice for your beauty and the beauty of your eyes.","SKU: AV597ST0OOEMTNAFAMZ Production Country: Germany Color: Aqua Sparkle Main Material: ingredients: cyclopentasiloxane, polyethylene, synthetic wax, polybutene, cera alba, calcium sodium borosilicate, caprylic/capric triglyceride, isononyl isononanoate, sucrose tetrastearate triacetate, stearyl dimethicone, pentaerythrityl tetrabe Shop Type: Jumia Mall",5 out of 5 (1 verified rating),Avon,FALSE,FALSE,beauty
Avon True Glimmerstick Eyeliner - Bronze,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-glimmerstick-eyeliner-bronze-38172489.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/98/427183/1.jpg?6848,"The easiest eyeliner you'll ever use. Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day colour in just 1 swipe. With special polymers for longer wearing, blendable lines. Provides higher impact definition. Waterproof and smudge-proof. Lasts up to 10 hours. Creamy, smooth colour. Suitable for sensitive eyes. Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more colour.",SKU: AV597ST1MLMWFNAFAMZ Production Country: Germany Size (L x W x H cm): 12 x 0.5 x 0.5 cm Color: برونزي,0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon True Glimmerstick Eyeliner - Starry Night,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-glimmerstick-eyeliner-starry-night-39494416.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/61/449493/1.jpg?4482,"The easiest eyeliner you'll ever use. Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day colour in just 1 swipe. With special polymers for longer wearing, blendable lines. Provides higher impact definition. Waterproof and smudge-proof. Lasts up to 10 hours. Creamy, smooth colour. Suitable for sensitive eyes. Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more colour.","SKU: AV597ST10L2QDNAFAMZ Production Country: Germany Color: Starry Night, Night Blue Main Material: mica, dimethicone, sucrose acetate isobutyrate, cyclopentasiloxane, polyethylene, trimethylsiloxysilicate, vp/hexadecene copolymer, bis-diglyceryl polyacyladipate-2, c30-50 alcohols, polybutene, stearyl dimethicone, polymethylsilsesquioxane, sorbitan sesq Shop Type: Jumia Mall",5 out of 5 (1 verified rating),Avon,FALSE,FALSE,beauty
Avon True Glimmerstick Eyeliner - Brown Black,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-glimmerstick-eyeliner-brown-black-38172490.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/09/427183/1.jpg?6847,"The easiest eyeliner you'll ever use. Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day colour in just 1 swipe. With special polymers for longer wearing, blendable lines. Provides higher impact definition. Waterproof and smudge-proof. Lasts up to 10 hours. Creamy, smooth colour. Suitable for sensitive eyes. Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more colour.","SKU: AV597ST05M227NAFAMZ Production Country: Germany Size (L x W x H cm): 12 x 0.5 x 0.5 cm Color: بني غامق Main Material: mica, dimethicone, sucrose acetate isobutyrate, cyclopentasiloxane, polyethylene, trimethylsiloxysilicate, vp/hexadecene copolymer, bis-diglyceryl polyacyladipate-2, c30-50 alcohols, polybutene, stearyl dimethicone, polymethylsilsesquioxane, sorbitan sesq Shop Type: Jumia Mall",5 out of 5 (1 verified rating),Avon,FALSE,FALSE,beauty
Avon True Diamonds Glimmerstick Eyeliner - Amethyst,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-diamonds-glimmerstick-eyeliner-amethyst-38172506.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/60/527183/1.jpg?6846,"Avon True Diamonds Glimmer-stick Eyeliner - Amethyst is the easiest eyeliner you will ever use. Want more from your eyeliner?  These sparkling additions to our bestselling Glimmerstick Eyeliner collection are sure to dazzle.  Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day color in just one swipe.  With special polymers for longer wearing, blind able lines.  Provides higher impact definition. Creamy, smooth color. Waterproof and smudge-proof.  Lasts up to ten hours. Suitable for sensitive eyes.  Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more color.  Shelf life three years from the date of production, and twelve months from the date of opening (use).  Weight thirty-fife grams.  Highlights the beauty of the eye and improves the overall look of your look. Odorless. It does not cause any clumps. With these easy to apply Glimmer sticks: 1st Smokey Look,2nd Fish-tail Look, 3rd Reverse Smokey Look, 4th Winged Look.  and more. It is the best choice for your beauty and the beauty of your eyes.","SKU: AV597ST101B2NNAFAMZ Production Country: Germany Size (L x W x H cm): 12 x 0.5 x 0.5 cm Color: Amethyst أرجواني غامق Main Material: ingredients: cyclopentasiloxane, polyethylene, synthetic wax, polybutene, cera alba, calcium sodium borosilicate, caprylic/capric triglyceride, isononyl isononanoate, sucrose tetrastearate triacetate, stearyl dimethicone, pentaerythrityl tetrabe Shop Type: Jumia Mall",0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon True Diamonds Glimmerstick Eyeliner - Brown Sugar,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-diamonds-glimmerstick-eyeliner-brown-sugar-38172496.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/69/427183/1.jpg?6847,"Avon True Diamonds Glimmer-stick Eyeliner - Brown Sugar is the easiest eyeliner you will ever use. Want more from your eyeliner?  These sparkling additions to our bestselling Glimmerstick Eyeliner collection are sure to dazzle.  Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day color in just one swipe.  With special polymers for longer wearing, blind able lines.  Provides higher impact definition. Creamy, smooth color. Waterproof and smudge-proof.  Lasts up to ten hours. Suitable for sensitive eyes.  Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more color.  Shelf life three years from the date of production, and twelve months from the date of opening (use).  Weight thirty-fife grams.  Highlights the beauty of the eye and improves the overall look of your look. Odorless. It does not cause any clumps. With these easy to apply Glimmer sticks: 1st Smokey Look,2nd Fish-tail Look, 3rd Reverse Smokey Look, 4th Winged Look.  and more. It is the best choice for your beauty and the beauty of your eyes.","SKU: AV597ST15C2CVNAFAMZ Production Country: Germany Size (L x W x H cm): 12 x 0.5 x 0.5 cm Color: بني سكري Main Material: ingredients: cyclopentasiloxane, polyethylene, synthetic wax, polybutene, cera alba, calcium sodium borosilicate, caprylic/capric triglyceride, isononyl isononanoate, sucrose tetrastearate triacetate, stearyl dimethicone, pentaerythrityl tetrabe Shop Type: Jumia Mall",0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon Nutra Effect BB Cream Matte - SPF 15 - Medium - 30ml,EGP 135.00,EGP 199.00,32%,https://www.jumia.com.eg/avon-nutra-effect-bb-cream-matte-spf-15-medium-30ml-9918570.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/07/58199/1.jpg?6513,True Color  BB Cream  Matte  SPF 15 Medium 30ml,SKU: AV597HB04IIAUNAFAMZ Model: - Production Country: Poland Color: N/A Main Material: Cream Perfume Type: Cream,4.3 out of 5 (12 verified ratings),Avon,FALSE,FALSE,beauty
Avon Kohl Pencil - Midnight,EGP 105.00,EGP 198.00,47%,https://www.jumia.com.eg/avon-kohl-pencil-midnight-40443967.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/76/934404/1.jpg?7747,"Budge-proof, smudge-proof and long-lasting (what a trio!), the Kohl Pencil Eyeliner gives you the daily definition your eyes deserve.  Thanks to a handy smudging brush, you can create a smoky eye in a flash.  Super-soft, long-lasting formula that won’t budge. Smudger tool for creating a smoky look. Very easily glides on to your skin, and long wear.  I don’t need to sharpen it on every use which is the best thing as sharpening kohl pencils is one of the toughest thing to do for me. It has the kohl pencil on one end and on the other, the smudge brush.  I have used it with an eye primer , hence it lasted for couple of hours. I use this daily whether i go out or just at home and am quite happy as it doesn’t wash off that easily.  If you apply the liner softly, you'll get a soft semi-opaque application as you can see on the left side. In the middle is how it looks like, if you apply it heavily and that gives you really opaque look. And on the right side you can see how good these liner are for smudging. The rubber side makes it easier to smudge and you can make some really smoky looks with it.",SKU: AV597ST19SYYSNAFAMZ Production Country: Czech Republic Color: أزرق بحري شبه متلأليء Shop Type: Jumia Mall,0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon Super Definition Eyeliner -True Colour - Pen - 1ml - Black,EGP 155.00,EGP 210.00,26%,https://www.jumia.com.eg/avon-super-definition-eyeliner-true-colour-pen-1ml-black-8498097.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/79/08948/1.jpg?3606,True Color Glimmerstick Eyeliner 0.2 mm Black,SKU: AV597HB1B35U0NAFAMZ Model: - Size (L x W x H cm): - Color: Black Main Material: Liquid Perfume Type: Eyeliner,4.4 out of 5 (10 verified ratings),Avon,FALSE,FALSE,beauty
Avon True Color Luminous Blush - Classic Aure,EGP 149.00,EGP 280.00,47%,https://www.jumia.com.eg/avon-true-color-luminous-blush-classic-aure-12223267.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/76/232221/1.jpg?8792,"Create a beautiful luminous finish with this luxurious pearly blush. Available in 5 silky smooth skin-enhancing shades, this blusher will give your cheeks a fresh, radiant-looking glow. • Luminous, pearlescent blusher. How to use me: Swirl your blusher brush over the powder, tap away any excess and gently sweep across your cheek bones for a natural glow.",SKU: AV597HB19DX5PNAFAMZ Model: - Color: N/A Main Material: Powder,5 out of 5 (1 verified rating),Avon,FALSE,FALSE,beauty
Avon True Colour - Calming Effects - Mattifying Foundation - 30ml - Almond,EGP 175.00,EGP 265.00,34%,https://www.jumia.com.eg/true-colour-calming-effects-mattifying-foundation-30ml-almond-avon-mpg867279.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/84/772101/1.jpg?9629,Foundation Almond  30ml  Made in Poland ,SKU: AV597HB1EGYKLNAFAMZ Model: - Color: N/A Main Material: Cream,0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon True Glimmerstick Eyeliner - Navy,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-glimmerstick-eyeliner-navy-43178292.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/29/287134/1.jpg?5290,"The easiest eyeliner you'll ever use. Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day colour in just 1 swipe. With special polymers for longer wearing, blendable lines. Provides higher impact definition. Waterproof and smudge-proof. Lasts up to 10 hours. Creamy, smooth colour. Suitable for sensitive eyes. Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more colour.","SKU: AV597ST0HFQ3INAFAMZ Production Country: Germany Color: Navy أزرق بحري Main Material: mica, dimethicone, sucrose acetate isobutyrate, cyclopentasiloxane, polyethylene, trimethylsiloxysilicate, vp/hexadecene copolymer, bis-diglyceryl polyacyladipate-2, c30-50 alcohols, polybutene, stearyl dimethicone, polymethylsilsesquioxane, sorbitan sesq Shop Type: Jumia Mall",0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon True Diamonds Glimmerstick Eyeliner - Silver Lights,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-diamonds-glimmerstick-eyeliner-silver-lights-38172501.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/10/527183/1.jpg?6847,"Avon True Diamonds Glimmer-stick Eyeliner - Silver Lights is the easiest eyeliner you will ever use. Want more from your eyeliner?  These sparkling additions to our bestselling Glimmerstick Eyeliner collection are sure to dazzle.  Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day color in just one swipe.  With special polymers for longer wearing, blind able lines.  Provides higher impact definition. Creamy, smooth color. Waterproof and smudge-proof.  Lasts up to ten hours. Suitable for sensitive eyes.  Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more color.  Shelf life three years from the date of production, and twelve months from the date of opening (use).  Weight thirty-fife grams.  Highlights the beauty of the eye and improves the overall look of your look. Odorless. It does not cause any clumps. With these easy to apply Glimmer sticks: 1st Smokey Look,2nd Fish-tail Look, 3rd Reverse Smokey Look, 4th Winged Look.  and more. It is the best choice for your beauty and the beauty of your eyes.","SKU: AV597ST069MTRNAFAMZ Production Country: Germany Size (L x W x H cm): 12 x 0.5 x 0.5 cm Color: Silver Lights فضي مضيء Main Material: ingredients: cyclopentasiloxane, polyethylene, synthetic wax, polybutene, cera alba, calcium sodium borosilicate, caprylic/capric triglyceride, isononyl isononanoate, sucrose tetrastearate triacetate, stearyl dimethicone, pentaerythrityl tetrabe Shop Type: Jumia Mall",5 out of 5 (1 verified rating),Avon,FALSE,FALSE,beauty
Avon True Diamonds Glimmerstick Eyeliner - Sugar Plum,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-diamonds-glimmerstick-eyeliner-sugar-plum-38172499.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/99/427183/1.jpg?6850,"Avon True Diamonds Glimmer-stick Eyeliner - Sugar Plum is the easiest eyeliner you will ever use. Want more from your eyeliner?  These sparkling additions to our bestselling Glimmerstick Eyeliner collection are sure to dazzle.  Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day color in just one swipe.  With special polymers for longer wearing, blind able lines.  Provides higher impact definition. Creamy, smooth color. Waterproof and smudge-proof.  Lasts up to ten hours. Suitable for sensitive eyes.  Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more color.  Shelf life three years from the date of production, and twelve months from the date of opening (use).  Weight thirty-fife grams.  Highlights the beauty of the eye and improves the overall look of your look. Odorless. It does not cause any clumps. With these easy to apply Glimmer sticks: 1st Smokey Look,2nd Fish-tail Look, 3rd Reverse Smokey Look, 4th Winged Look.  and more. It is the best choice for your beauty and the beauty of your eyes.","SKU: AV597ST1N72I7NAFAMZ Production Country: Germany Size (L x W x H cm): 12 x 0.5 x 0.5 cm Color: Sugar Plum البرقوق السكري Main Material: ingredients: cyclopentasiloxane, polyethylene, synthetic wax, polybutene, cera alba, calcium sodium borosilicate, caprylic/capric triglyceride, isononyl isononanoate, sucrose tetrastearate triacetate, stearyl dimethicone, pentaerythrityl tetrabe Shop Type: Jumia Mall",0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon True Glimmerstick Eyeliner Majestic Pulm,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-glimmerstick-eyeliner-majestic-pulm-38172487.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/78/427183/1.jpg?6848,"The easiest eyeliner you'll ever use. Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day colour in just 1 swipe. With special polymers for longer wearing, blendable lines. Provides higher impact definition. Waterproof and smudge-proof. Lasts up to 10 hours. Creamy, smooth colour. Suitable for sensitive eyes. Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more color.","SKU: AV597ST1AOYSVNAFAMZ Production Country: Germany Size (L x W x H cm): 12 x 0.5 x 0.5 cm Color: Majestic Pulm Main Material: mica, dimethicone, sucrose acetate isobutyrate, cyclopentasiloxane, polyethylene, trimethylsiloxysilicate, vp/hexadecene copolymer, bis-diglyceryl polyacyladipate-2, c30-50 alcohols, polybutene, stearyl dimethicone, polymethylsilsesquioxane, sorbitan sesq",0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon True Glimmerstick Eyeliner - Cosmic Browne,EGP 107.00,EGP 215.00,50%,https://www.jumia.com.eg/avon-true-glimmerstick-eyeliner-cosmic-browne-43178290.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/09/287134/1.jpg?5290,"The easiest eyeliner you'll ever use. Improved, more intense formula for tug-free, soft glide, vitamin enriched, bold, all-day colour in just 1 swipe. With special polymers for longer wearing, blendable lines. Provides higher impact definition. Waterproof and smudge-proof. Lasts up to 10 hours. Creamy, smooth colour. Suitable for sensitive eyes. Shimmer finish that lasts all day. Allergy tested. No sharpener needed - simply twist up for more colour.","SKU: AV597ST05J1ZYNAFAMZ Production Country: Germany Color: Cosmic Browne بني كوني Main Material: mica, dimethicone, sucrose acetate isobutyrate, cyclopentasiloxane, polyethylene, trimethylsiloxysilicate, vp/hexadecene copolymer, bis-diglyceryl polyacyladipate-2, c30-50 alcohols, polybutene, stearyl dimethicone, polymethylsilsesquioxane, sorbitan sesq Shop Type: Jumia Mall",0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon Mark Brow Tattoo Micro Styer - Light Brown,EGP 150.00,EGP 298.00,50%,https://www.jumia.com.eg/avon-mark-brow-tattoo-micro-styer-light-brown-38429697.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/79/692483/1.jpg?0005,"Avon Mark Brow Tattoo Micro Styler has a triple tip that allows you to emphasize and highlight your brow shape.  Brow pencil in a marker.Unique triple micro tip for a professional effect.  Result: excellently shaped and strongly highlighted brows.  Say goodbye to sparse, scarcely visible eyebrows! With our tattoo for eyebrows in a marker, your gaze becomes shaped. Intense color and emphasized outline of the styled eyebrows, as well as exceptional durability of our tattoo, are advantages that a regular crayon cannot provide.  Choose your favorite color and enhance your makeup for an evening out or everyday use.  Our eyebrow tattoo in marker offers bold color and a strong accent that perfectly complements Avon Mark eye shadows.  It paints in a wonderful way, as if you put extra hairs in the eyebrow spaces, so it gives a beautiful look to you and your eyebrows without visible coloring, but it looks very natural and without external defining also, it will only add density to the eyebrow hairs by increasing their number",SKU: AV597ST1BG343NAFAMZ Production Country: Germany Size (L x W x H cm): 12 x 0.9 x 0.9 cm Color: Light Brown Shop Type: Jumia Mall,0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
Avon True Glow Pearls - Deep Bronze,EGP 420.00,EGP 566.00,26%,https://www.jumia.com.eg/true-glow-pearls-deep-bronze-avon-mpg714009.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/30/64856/1.jpg?7911,"Multitonal pearls suit all skin tones. Use alone or over make-up. Easy to apply. Subtle, shimmer finish. Buildable formula. Gives a natural, illuminated look. 22g",SKU: AV597HB0I8WKWNAFAMZ Production Country: Italy Color: n\a Main Material: n\a,4.3 out of 5 (3 verified ratings),Avon,FALSE,FALSE,beauty
Avon Mark - Liquid Lip Lacquer Matte - Irresistible,EGP 135.00,EGP 199.00,32%,https://www.jumia.com.eg/avon-mark-liquid-lip-lacquer-matte-irresistible-24647219.html,https://eg.jumia.is/unsafe/fit-in/500x500/filters:fill(white)/product/91/274642/1.jpg?1525,Irresistible Mark liquid lip Matte ,SKU: AV597HB1ICBYQNAFAMZ Model: - Color: N/A Main Material: -,0 out of 5 (No ratings available),Avon,FALSE,FALSE,beauty
